accession,lineage,scorpio_name
EPI_ISL_15497026,BA.2,Omicron (BA.2-like)
EPI_ISL_16197343,BA.2,Omicron (BA.2-like)
EPI_ISL_12351849,BA.2.36,Omicron (BA.2-like)
EPI_ISL_14729052,BF.5,Omicron (BA.5-like)
EPI_ISL_16196055,BA.2,Omicron (BA.2-like)
EPI_ISL_15498726,BA.5.1,Omicron (BA.5-like)
EPI_ISL_12351796,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16195428,BA.2,Omicron (BA.2-like)
EPI_ISL_16196251,BA.2,Omicron (BA.2-like)
EPI_ISL_12351764,BA.2,Omicron (BA.2-like)
EPI_ISL_12688002,BF.1,Omicron (BA.5-like)
EPI_ISL_15287625,BF.1,Omicron (BA.5-like)
EPI_ISL_16197281,BA.2.3,Omicron (BA.2-like)
EPI_ISL_15339398,BA.2,Omicron (BA.2-like)
EPI_ISL_16239703,BA.2,Omicron (BA.2-like)
EPI_ISL_11600814,BA.2,Omicron (BA.2-like)
EPI_ISL_16211457,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13293109,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16232871,BA.2,Omicron (BA.2-like)
EPI_ISL_15497710,BA.2,Omicron (BA.2-like)
EPI_ISL_12351750,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16438680,BA.2,Omicron (BA.2-like)
EPI_ISL_12352007,BA.2,Omicron (BA.2-like)
EPI_ISL_16232962,BA.2,Omicron (BA.2-like)
EPI_ISL_16195614,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_14729287,BA.2.56,Omicron (BA.2-like)
EPI_ISL_14729044,BA.5.1,Omicron (BA.5-like)
EPI_ISL_15498257,BA.2,Omicron (BA.2-like)
EPI_ISL_16232873,BA.2,Omicron (BA.2-like)
EPI_ISL_15498462,BA.2,Omicron (BA.2-like)
EPI_ISL_14729322,BA.2,Omicron (BA.2-like)
EPI_ISL_15156816,BA.2,Omicron (BA.2-like)
EPI_ISL_16239564,BA.2.54,Omicron (BA.2-like)
EPI_ISL_16233004,BA.2,Omicron (BA.2-like)
EPI_ISL_16180946,BA.1.1.1,Omicron (Unassigned)
EPI_ISL_10856733,BA.2,Omicron (BA.2-like)
EPI_ISL_16196830,BA.1.1,Omicron (BA.1-like)
EPI_ISL_12351763,BA.4,Omicron (BA.4-like)
EPI_ISL_14727475,BA.4,Omicron (BA.4-like)
EPI_ISL_13476940,BA.5.1,Omicron (BA.5-like)
EPI_ISL_15156843,BA.2.9,Omicron (BA.2-like)
EPI_ISL_12351685,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16197705,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14476513,BA.2,Omicron (BA.2-like)
EPI_ISL_13292771,BA.2.9.6,Omicron (BA.2-like)
EPI_ISL_14729221,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14729090,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16194739,BA.1,Omicron (BA.1-like)
EPI_ISL_16197717,AY.124,Delta (B.1.617.2-like)
EPI_ISL_9909414,AY.124,Delta (B.1.617.2-like)
EPI_ISL_15498667,BA.2,Omicron (BA.2-like)
EPI_ISL_15498007,BA.2,Omicron (BA.2-like)
EPI_ISL_12771758,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16240591,BA.2,Omicron (BA.2-like)
EPI_ISL_12351510,BA.2,Omicron (Unassigned)
EPI_ISL_16239481,BA.2,Omicron (BA.2-like)
EPI_ISL_13300986,BA.2,Omicron (BA.2-like)
EPI_ISL_16211205,BA.2,Omicron (BA.2-like)
EPI_ISL_16211738,BA.2,Omicron (BA.2-like)
EPI_ISL_15287595,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16181926,B.1.1.529,Probable Omicron (Unassigned)
EPI_ISL_16438456,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_16240281,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_15498026,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16211132,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13300940,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16239653,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_15497518,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16438647,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14729134,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16239657,BA.2,Omicron (BA.2-like)
EPI_ISL_16211965,BA.2,Omicron (BA.2-like)
EPI_ISL_16723727,BA.2,Omicron (BA.2-like)
EPI_ISL_16211407,BA.2,Omicron (BA.2-like)
EPI_ISL_16239690,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13292603,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16195568,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16196082,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_14728058,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_16439039,BA.2,Omicron (BA.2-like)
EPI_ISL_12995227,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14727706,BA.5.1,Omicron (BA.5-like)
EPI_ISL_15498646,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16180938,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16198093,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16233191,BA.5.2.26,Omicron (BA.5-like)
EPI_ISL_14728086,BA.5.2.26,Omicron (BA.5-like)
EPI_ISL_14727698,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_16197698,BA.2,Omicron (BA.2-like)
EPI_ISL_16233026,BA.2.3,Omicron (BA.2-like)
EPI_ISL_14729048,BA.2.9.6,Omicron (BA.2-like)
EPI_ISL_12918751,BA.2.9.6,Omicron (BA.2-like)
EPI_ISL_13369910,BA.2.9.6,Omicron (BA.2-like)
EPI_ISL_8790420,BA.1.17.2,Omicron (BA.1-like)
EPI_ISL_15497001,BA.1.17.2,Omicron (BA.1-like)
EPI_ISL_16233566,BA.2.23,Omicron (BA.2-like)
EPI_ISL_16233489,BA.2.23,Omicron (BA.2-like)
EPI_ISL_16239449,BA.2,Omicron (BA.2-like)
EPI_ISL_12352021,BA.2,Omicron (BA.2-like)
EPI_ISL_15498534,BA.2,Omicron (BA.2-like)
EPI_ISL_15497434,BA.2,Omicron (BA.2-like)
EPI_ISL_15498487,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_16239439,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_13292839,BA.2,Omicron (BA.2-like)
EPI_ISL_13405866,BA.2.44,Omicron (BA.2-like)
EPI_ISL_15498543,BA.2.44,Omicron (BA.2-like)
EPI_ISL_16438411,BA.2,Omicron (BA.2-like)
EPI_ISL_13292570,BA.2,Omicron (BA.2-like)
EPI_ISL_16197154,BA.2,Omicron (BA.2-like)
EPI_ISL_16233040,BA.2,Omicron (BA.2-like)
EPI_ISL_14729170,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16211012,BA.2,Omicron (BA.2-like)
EPI_ISL_16211903,BA.1.17.2,Omicron (BA.1-like)
EPI_ISL_15496992,BA.1.17.2,Omicron (BA.1-like)
EPI_ISL_12351735,BA.2,Omicron (BA.2-like)
EPI_ISL_16438379,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_8818656,AY.4,Delta (AY.4-like)
EPI_ISL_16438563,BA.2,Omicron (BA.2-like)
EPI_ISL_13408138,BA.4.1,Omicron (BA.4-like)
EPI_ISL_15497460,BA.2,Omicron (BA.2-like)
EPI_ISL_16211449,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16211664,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16233233,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211861,BA.2,Omicron (BA.2-like)
EPI_ISL_13002249,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16195579,BA.1.17,Omicron (BA.1-like)
EPI_ISL_16198009,BA.2,Omicron (BA.2-like)
EPI_ISL_13292581,BA.2,Omicron (BA.2-like)
EPI_ISL_16211269,BA.2,Omicron (BA.2-like)
EPI_ISL_16198108,BA.2.3,Omicron (BA.2-like)
EPI_ISL_13292892,BA.2,Omicron (BA.2-like)
EPI_ISL_16211917,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211283,BA.2.9,Omicron (BA.2-like)
EPI_ISL_10856870,AY.43,Delta (B.1.617.2-like)
EPI_ISL_9620289,AY.43,Delta (B.1.617.2-like)
EPI_ISL_16212086,BA.2,Omicron (BA.2-like)
EPI_ISL_16196059,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_11137406,AY.98.1,Delta (B.1.617.2-like)
EPI_ISL_15498328,BA.1.17,Omicron (BA.1-like)
EPI_ISL_16195591,BA.1.17,Omicron (BA.1-like)
EPI_ISL_12351982,BA.2,Omicron (BA.2-like)
EPI_ISL_16211758,BA.2,Omicron (BA.2-like)
EPI_ISL_16233255,BA.2,Omicron (BA.2-like)
EPI_ISL_15498434,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16211221,BA.2.3,Omicron (BA.2-like)
EPI_ISL_14729360,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15496982,BA.2.36,Omicron (BA.2-like)
EPI_ISL_16240358,BA.2.36,Omicron (BA.2-like)
EPI_ISL_16197299,BA.1,Omicron (BA.1-like)
EPI_ISL_16239410,BA.2,Omicron (BA.2-like)
EPI_ISL_14729356,BA.2,Omicron (BA.2-like)
EPI_ISL_13300908,BA.2,Omicron (BA.2-like)
EPI_ISL_16438598,BA.5.1,Omicron (BA.5-like)
EPI_ISL_15498723,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16240237,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_16438510,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_14729265,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16195924,BA.2,Omicron (BA.2-like)
EPI_ISL_14729488,BA.2.44,Omicron (BA.2-like)
EPI_ISL_11221782,AY.9.2,Delta (B.1.617.2-like)
EPI_ISL_16240337,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13300926,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16195794,BA.2,Omicron (BA.2-like)
EPI_ISL_16195259,BA.2,Omicron (BA.2-like)
EPI_ISL_15498144,BA.2,Omicron (BA.2-like)
EPI_ISL_16233387,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16196118,BA.2,Omicron (BA.2-like)
EPI_ISL_16211141,BA.2.3,Omicron (BA.2-like)
EPI_ISL_13292702,BA.2.3.5,Omicron (BA.2-like)
EPI_ISL_14727575,BA.5.1,Omicron (BA.5-like)
EPI_ISL_10856867,AY.4,Delta (AY.4-like)
EPI_ISL_9860341,AY.4,Delta (AY.4-like)
EPI_ISL_9320274,AY.98,Delta (B.1.617.2-like)
EPI_ISL_16197385,BA.1,Omicron (BA.1-like)
EPI_ISL_16197609,BA.2,Omicron (BA.2-like)
EPI_ISL_15498195,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16198110,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15498579,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15497139,BA.2,Omicron (BA.2-like)
EPI_ISL_10856763,BA.1.17,Omicron (BA.1-like)
EPI_ISL_16198033,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16233127,BA.2,Omicron (BA.2-like)
EPI_ISL_15497943,BA.2,Omicron (BA.2-like)
EPI_ISL_16240256,BA.5.1,Omicron (BA.5-like)
EPI_ISL_13292905,BA.1.1,Omicron (BA.1-like)
EPI_ISL_13209282,BA.2.12.1,Omicron (BA.2-like)
EPI_ISL_16239816,BA.2,Omicron (BA.2-like)
EPI_ISL_13292867,BA.2,Omicron (BA.2-like)
EPI_ISL_8897154,BA.2,Omicron (BA.2-like)
EPI_ISL_12351822,BA.2,Omicron (BA.2-like)
EPI_ISL_10856889,B.1.351.5,Beta (B.1.351-like)
EPI_ISL_14729205,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16211656,BA.2,Omicron (BA.2-like)
EPI_ISL_16233225,BA.5.1,Omicron (BA.5-like)
EPI_ISL_13292864,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16197729,BA.2.3,Omicron (BA.2-like)
EPI_ISL_15498094,XAU,Omicron (BA.2-like)
EPI_ISL_13292763,BA.2.9.3,Omicron (BA.2-like)
EPI_ISL_13476978,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14727478,BA.5.1,Omicron (BA.5-like)
EPI_ISL_12351649,BA.2.3,Omicron (BA.2-like)
EPI_ISL_13292678,BA.1.17,Omicron (BA.1-like)
EPI_ISL_16197270,BA.1.17,Omicron (BA.1-like)
EPI_ISL_16232819,BA.2.3,Omicron (BA.2-like)
EPI_ISL_13293090,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16194571,BA.2,Omicron (BA.2-like)
EPI_ISL_9304892,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14476517,BA.2.9,Omicron (BA.2-like)
EPI_ISL_12687988,BA.2,Omicron (BA.2-like)
EPI_ISL_16178145,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_16233415,BA.2,Omicron (BA.2-like)
EPI_ISL_14727527,XAZ,Omicron (BA.5-like)
EPI_ISL_16211369,BA.2,Omicron (BA.2-like)
EPI_ISL_9620325,AY.4,Delta (AY.4-like)
EPI_ISL_16197686,BA.2,Omicron (BA.2-like)
EPI_ISL_16195588,BA.1,Omicron (BA.1-like)
EPI_ISL_10680589,BA.1.1,Omicron (BA.1-like)
EPI_ISL_15496991,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_16211675,BA.2,Omicron (BA.2-like)
EPI_ISL_16195679,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_10856878,AY.43,Delta (B.1.617.2-like)
EPI_ISL_9620264,AY.43,Delta (B.1.617.2-like)
EPI_ISL_16195783,BA.2,Omicron (BA.2-like)
EPI_ISL_16177786,AY.43,Delta (B.1.617.2-like)
EPI_ISL_16232982,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15497541,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16212047,BA.2.18,Omicron (BA.2-like)
EPI_ISL_10856714,BA.1.17,Omicron (BA.1-like)
EPI_ISL_16197432,BA.2,Omicron (BA.2-like)
EPI_ISL_15497826,BA.2,Omicron (BA.2-like)
EPI_ISL_16232861,BA.2,Omicron (BA.2-like)
EPI_ISL_10680579,BA.1.1,Omicron (BA.1-like)
EPI_ISL_12351514,BA.2,Omicron (BA.2-like)
EPI_ISL_14727471,AY.4,Delta (AY.4-like)
EPI_ISL_10315965,AY.4,Delta (AY.4-like)
EPI_ISL_16197058,BA.2,Omicron (BA.2-like)
EPI_ISL_16195567,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13293060,BA.2,Omicron (BA.2-like)
EPI_ISL_16239617,BA.2.3,Omicron (BA.2-like)
EPI_ISL_13300881,BA.2.9.6,Omicron (BA.2-like)
EPI_ISL_13209265,BA.2.9.6,Omicron (BA.2-like)
EPI_ISL_13300874,BA.5.1,Omicron (BA.5-like)
EPI_ISL_13292589,BA.2.3.15,Omicron (BA.2-like)
EPI_ISL_16211031,BA.2.3.15,Omicron (BA.2-like)
EPI_ISL_16211936,BA.2,Omicron (BA.2-like)
EPI_ISL_12351865,BA.2,Omicron (BA.2-like)
EPI_ISL_16239765,BA.2.23,Omicron (BA.2-like)
EPI_ISL_15498156,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16239774,BA.5.1,Omicron (BA.5-like)
EPI_ISL_15498562,BA.2.3,Omicron (BA.2-like)
EPI_ISL_14729369,BA.2,Omicron (BA.2-like)
EPI_ISL_16197816,BA.1.1,Omicron (BA.1-like)
EPI_ISL_16195674,BA.2,Omicron (BA.2-like)
EPI_ISL_13301004,BA.2,Omicron (BA.2-like)
EPI_ISL_15498659,BE.1,Omicron (BA.5-like)
EPI_ISL_12130740,BA.2,Omicron (BA.2-like)
EPI_ISL_16233217,BA.2,Omicron (BA.2-like)
EPI_ISL_16196875,BA.1.1,Omicron (BA.1-like)
EPI_ISL_14476530,BA.2,Omicron (BA.2-like)
EPI_ISL_12351773,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16438778,BA.2,Omicron (BA.2-like)
EPI_ISL_8790429,AY.43,Delta (B.1.617.2-like)
EPI_ISL_16233006,BA.2,Omicron (BA.2-like)
EPI_ISL_16198084,BA.2,Omicron (BA.2-like)
EPI_ISL_16196861,AY.43,Delta (B.1.617.2-like)
EPI_ISL_9620275,AY.43,Delta (B.1.617.2-like)
EPI_ISL_14729522,BA.2,Omicron (BA.2-like)
EPI_ISL_16240318,BA.2.23,Omicron (BA.2-like)
EPI_ISL_16239742,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_16232879,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16233332,BA.2,Omicron (BA.2-like)
EPI_ISL_9909394,AY.34,Delta (B.1.617.2-like)
EPI_ISL_9620238,BA.2,Omicron (BA.2-like)
EPI_ISL_16197030,BA.2,Omicron (BA.2-like)
EPI_ISL_16438415,BA.2,Omicron (BA.2-like)
EPI_ISL_16233314,BA.2,Omicron (BA.2-like)
EPI_ISL_13293070,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16181012,BA.1,Omicron (Unassigned)
EPI_ISL_16196851,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16233560,BA.2,Omicron (BA.2-like)
EPI_ISL_15156842,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14727733,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16197585,BA.2,Omicron (BA.2-like)
EPI_ISL_13300912,BA.2,Omicron (BA.2-like)
EPI_ISL_16233290,BA.2,Omicron (BA.2-like)
EPI_ISL_16211539,BA.2,Omicron (BA.2-like)
EPI_ISL_14729529,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16211262,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14476508,BA.2,Omicron (BA.2-like)
EPI_ISL_15498329,BA.2,Omicron (BA.2-like)
EPI_ISL_13292600,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13292721,BA.2,Omicron (BA.2-like)
EPI_ISL_12315261,AY.43,Delta (B.1.617.2-like)
EPI_ISL_16195964,BA.2,Omicron (BA.2-like)
EPI_ISL_12351624,BA.2.5,Omicron (BA.2-like)
EPI_ISL_16211913,BA.2.23,Omicron (BA.2-like)
EPI_ISL_13502638,BA.2.3,Omicron (BA.2-like)
EPI_ISL_13292929,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16177465,AY.43,Delta (B.1.617.2-like)
EPI_ISL_16195647,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16233385,BA.2.22,Omicron (BA.2-like)
EPI_ISL_11160323,BA.2,Omicron (BA.2-like)
EPI_ISL_16211050,BA.2,Omicron (BA.2-like)
EPI_ISL_16177983,B.1.617.2,nan
EPI_ISL_13292820,B.1.617.2,nan
EPI_ISL_16211530,BA.2,Omicron (BA.2-like)
EPI_ISL_15157012,BA.2.56,Omicron (BA.2-like)
EPI_ISL_12901899,BA.2.56,Omicron (BA.2-like)
EPI_ISL_16195632,BA.2,Omicron (BA.2-like)
EPI_ISL_12351941,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16197567,BA.2,Omicron (BA.2-like)
EPI_ISL_16197317,BA.2.10,Omicron (BA.2-like)
EPI_ISL_12351883,BA.2.10,Omicron (BA.2-like)
EPI_ISL_16232767,BA.2,Omicron (BA.2-like)
EPI_ISL_16211482,BA.2.5,Omicron (BA.2-like)
EPI_ISL_16197434,BA.2.5,Omicron (BA.2-like)
EPI_ISL_16211735,BA.2.9,Omicron (BA.2-like)
EPI_ISL_12351633,BA.2.5,Omicron (BA.2-like)
EPI_ISL_15498199,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16233481,BA.2,Omicron (BA.2-like)
EPI_ISL_15498681,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14727510,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14729209,BE.1.1,Omicron (BA.5-like)
EPI_ISL_12918777,BA.2,Omicron (BA.2-like)
EPI_ISL_16439219,BA.2.9.3,Omicron (BA.2-like)
EPI_ISL_16233282,BA.2,Omicron (BA.2-like)
EPI_ISL_16233328,BA.2,Omicron (BA.2-like)
EPI_ISL_14727993,BA.2.18,Omicron (BA.2-like)
EPI_ISL_16197887,BA.5.1,Omicron (BA.5-like)
EPI_ISL_15287623,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16211692,BA.2.56,Omicron (BA.2-like)
EPI_ISL_13300984,BA.2.56,Omicron (BA.2-like)
EPI_ISL_15498440,BA.5.1,Omicron (BA.5-like)
EPI_ISL_9860201,BA.2,Omicron (BA.2-like)
EPI_ISL_16195523,BA.1.1,Omicron (BA.1-like)
EPI_ISL_12351734,BA.2,Omicron (BA.2-like)
EPI_ISL_15498384,BA.2,Omicron (BA.2-like)
EPI_ISL_16239809,BA.2,Omicron (BA.2-like)
EPI_ISL_9703909,BA.2.10,Omicron (BA.2-like)
EPI_ISL_14729532,BA.2.10,Omicron (BA.2-like)
EPI_ISL_16239711,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_10856802,AY.33,Delta (B.1.617.2-like)
EPI_ISL_15496999,BA.1,Omicron (BA.1-like)
EPI_ISL_16239477,BA.2,Omicron (BA.2-like)
EPI_ISL_10906983,BA.2,Omicron (BA.2-like)
EPI_ISL_13292558,BA.2,Omicron (BA.2-like)
EPI_ISL_15498728,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16197922,BA.2,Omicron (BA.2-like)
EPI_ISL_16197923,BA.2,Omicron (BA.2-like)
EPI_ISL_15497031,BA.1.1,Omicron (BA.1-like)
EPI_ISL_9909431,AY.43,Delta (B.1.617.2-like)
EPI_ISL_14729454,BA.2,Omicron (BA.2-like)
EPI_ISL_12492546,BA.2,Omicron (BA.2-like)
EPI_ISL_16239720,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14729192,BA.5.1,Omicron (BA.5-like)
EPI_ISL_13292806,BA.2,Omicron (BA.2-like)
EPI_ISL_13293029,BA.2.36,Omicron (BA.2-like)
EPI_ISL_16177982,AY.133,Delta (B.1.617.2-like)
EPI_ISL_10315963,AY.4,Delta (AY.4-like)
EPI_ISL_15497573,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14729091,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16195991,BA.2,Omicron (BA.2-like)
EPI_ISL_12351892,BA.2,Omicron (BA.2-like)
EPI_ISL_13292642,BA.5.1.22,Omicron (BA.5-like)
EPI_ISL_12492549,BA.2,Omicron (BA.2-like)
EPI_ISL_14476523,BA.2,Omicron (BA.2-like)
EPI_ISL_13408149,BA.2.12.1,Omicron (BA.2-like)
EPI_ISL_16232834,BA.2.9.3,Omicron (BA.2-like)
EPI_ISL_15030398,BA.2.9.3,Omicron (BA.2-like)
EPI_ISL_10856754,BA.2,Omicron (BA.2-like)
EPI_ISL_15497549,BA.2,Omicron (BA.2-like)
EPI_ISL_13105917,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16233117,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16232915,BA.2.56,Omicron (BA.2-like)
EPI_ISL_12351937,BA.2,Omicron (BA.2-like)
EPI_ISL_16233264,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_16197356,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_15498194,BA.2,Omicron (BA.2-like)
EPI_ISL_16233020,BA.2,Omicron (BA.2-like)
EPI_ISL_14727700,BA.5.1,Omicron (BA.5-like)
EPI_ISL_15498702,BA.2,Omicron (BA.2-like)
EPI_ISL_16198018,BA.2,Omicron (BA.2-like)
EPI_ISL_9909454,AY.34,Delta (B.1.617.2-like)
EPI_ISL_16197935,BA.5.1,Omicron (BA.5-like)
EPI_ISL_13300882,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16196840,BA.2,Omicron (BA.2-like)
EPI_ISL_12351808,BA.2,Omicron (BA.2-like)
EPI_ISL_16197312,BA.2,Omicron (BA.2-like)
EPI_ISL_8790572,AY.127,Delta (B.1.617.2-like)
EPI_ISL_16233376,BA.2.30,Omicron (BA.2-like)
EPI_ISL_14729095,BA.5.1,Omicron (BA.5-like)
EPI_ISL_15498198,BA.2,Omicron (BA.2-like)
EPI_ISL_16239700,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13657223,AY.43,Delta (B.1.617.2-like)
EPI_ISL_11696925,AY.43,Delta (B.1.617.2-like)
EPI_ISL_13408150,BA.2,Omicron (BA.2-like)
EPI_ISL_16197960,BA.2,Omicron (BA.2-like)
EPI_ISL_13293076,BA.2,Omicron (BA.2-like)
EPI_ISL_8790377,AY.43,Delta (B.1.617.2-like)
EPI_ISL_14727987,BA.2,Omicron (BA.2-like)
EPI_ISL_11075994,BA.2,Omicron (BA.2-like)
EPI_ISL_13538723,BA.2,Omicron (BA.2-like)
EPI_ISL_8790363,AY.129,Delta (B.1.617.2-like)
EPI_ISL_13300988,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15156990,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14728002,BA.2.21,Omicron (BA.2-like)
EPI_ISL_15497898,BA.2,Omicron (BA.2-like)
EPI_ISL_16211501,BA.2,Omicron (BA.2-like)
EPI_ISL_16233535,AY.42,Delta (B.1.617.2-like)
EPI_ISL_10856829,AY.42,Delta (B.1.617.2-like)
EPI_ISL_15498201,BA.2.9,Omicron (BA.2-like)
EPI_ISL_12829123,BA.2,Omicron (BA.2-like)
EPI_ISL_12544903,BA.2,Omicron (BA.2-like)
EPI_ISL_12352006,BA.2,Omicron (BA.2-like)
EPI_ISL_14728986,BA.4.1,Omicron (BA.4-like)
EPI_ISL_9909468,BA.1.1,Omicron (BA.1-like)
EPI_ISL_12559082,BA.2,Omicron (BA.2-like)
EPI_ISL_16240592,BA.2,Omicron (BA.2-like)
EPI_ISL_12352018,AY.125,Delta (B.1.617.2-like)
EPI_ISL_16239574,BA.2.10,Omicron (BA.2-like)
EPI_ISL_16196128,BA.2.10,Omicron (BA.2-like)
EPI_ISL_16197976,BA.2,Omicron (BA.2-like)
EPI_ISL_13293006,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13292997,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14727654,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16196923,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14729047,BA.5.1,Omicron (BA.5-like)
EPI_ISL_13489824,BA.2.12.1,Omicron (BA.2-like)
EPI_ISL_13476988,BA.2.12.1,Omicron (BA.2-like)
EPI_ISL_16233358,BA.2,Omicron (BA.2-like)
EPI_ISL_16438650,BA.2.9,Omicron (BA.2-like)
EPI_ISL_12351793,BA.2,Omicron (BA.2-like)
EPI_ISL_16197972,BA.2,Omicron (BA.2-like)
EPI_ISL_9909403,AY.43.5,Delta (B.1.617.2-like)
EPI_ISL_16197002,BE.1,Omicron (BA.5-like)
EPI_ISL_15498512,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16197548,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211786,BA.2,Omicron (BA.2-like)
EPI_ISL_16194676,BA.1.1,Omicron (BA.1-like)
EPI_ISL_16240593,BA.2,Omicron (BA.2-like)
EPI_ISL_13292897,BA.2,Omicron (BA.2-like)
EPI_ISL_12351803,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15498407,BA.2,Omicron (BA.2-like)
EPI_ISL_16233438,BA.2,Omicron (BA.2-like)
EPI_ISL_16232853,BA.2,Omicron (BA.2-like)
EPI_ISL_16233240,BA.2.9,Omicron (BA.2-like)
EPI_ISL_12687982,BA.2,Omicron (BA.2-like)
