accession,lineage
EPI_ISL_11079923,B.1.617.2
EPI_ISL_13084987,BA.2
EPI_ISL_9601642,AY.43
EPI_ISL_10776965,AY.43
EPI_ISL_13085745,BA.2.9.3
EPI_ISL_11372102,AY.122.6
EPI_ISL_12280065,BA.2
EPI_ISL_12533139,BA.2
EPI_ISL_13462535,BA.2
EPI_ISL_13085276,BA.2
EPI_ISL_13085442,BA.2
EPI_ISL_12709657,BA.2
EPI_ISL_11867942,BA.2
EPI_ISL_11449731,BA.2
EPI_ISL_13085167,BA.2.9
EPI_ISL_12254911,AY.122
EPI_ISL_9602948,BA.2
EPI_ISL_12452162,BA.2
EPI_ISL_11867943,BA.1.18
EPI_ISL_10352360,BA.1.18
EPI_ISL_13614068,BA.2.12.1
EPI_ISL_9319641,AY.43
EPI_ISL_13957033,BA.5.3.3
EPI_ISL_9388323,AY.43
EPI_ISL_12996083,BA.2
EPI_ISL_9797554,BA.2
EPI_ISL_10888255,BA.2
EPI_ISL_13085099,BA.2.3.2
EPI_ISL_12259600,BA.2
EPI_ISL_13714519,BE.1.1
EPI_ISL_11579969,BA.2
EPI_ISL_13514315,BA.2
EPI_ISL_13271326,BA.2
EPI_ISL_9016161,AY.4
EPI_ISL_10099135,AY.43
EPI_ISL_10717782,AY.122
EPI_ISL_11273525,BA.2
EPI_ISL_12133091,B.1.617.2
EPI_ISL_13089430,BA.2
EPI_ISL_13713596,BA.2.73
EPI_ISL_10901461,BA.2
EPI_ISL_11560296,BA.2
EPI_ISL_11919021,BA.2.9
EPI_ISL_12709662,BA.2.36
EPI_ISL_13262886,BA.2
EPI_ISL_11564558,BA.1.1.1
EPI_ISL_11998220,BA.2
EPI_ISL_16467225,BA.1
EPI_ISL_11867692,BA.2
EPI_ISL_12152807,BA.2
EPI_ISL_11343891,BA.2
EPI_ISL_13283535,BA.5.1
EPI_ISL_13444649,BA.2
EPI_ISL_12587140,BA.2
EPI_ISL_13713748,BA.2.12.1
EPI_ISL_13515112,BA.2
EPI_ISL_13714504,BA.5.2.1
EPI_ISL_12065006,BA.1.1.1
EPI_ISL_11278960,BA.1.1.1
EPI_ISL_10133378,AY.4
EPI_ISL_13084870,BA.2
EPI_ISL_13842770,BA.5.5
EPI_ISL_11567914,BA.1.1
EPI_ISL_13010298,BA.2
EPI_ISL_13036422,BA.2
EPI_ISL_13378686,BA.2
EPI_ISL_12652994,BA.2
EPI_ISL_11560285,BA.2
EPI_ISL_11563432,AY.100
EPI_ISL_9470075,BA.1.17.2
EPI_ISL_13514229,BA.2
EPI_ISL_13262912,BA.2
EPI_ISL_12836172,BA.2
EPI_ISL_11994266,BA.2
EPI_ISL_13297261,BA.2
EPI_ISL_12201485,BA.2
EPI_ISL_12995625,BA.2
EPI_ISL_12270597,BA.2.3
EPI_ISL_11579851,BA.1.1.1
EPI_ISL_12641904,BA.2
EPI_ISL_10071270,AY.43
EPI_ISL_9245672,BA.2
EPI_ISL_12029571,BA.2
EPI_ISL_9796546,AY.122
EPI_ISL_13085310,BA.2
EPI_ISL_11560253,BA.2
EPI_ISL_9429107,AY.34
EPI_ISL_8812233,AY.34
EPI_ISL_10134341,BA.1.1
EPI_ISL_11093626,BA.2
EPI_ISL_13177320,BA.2
EPI_ISL_13085937,BA.2.6
EPI_ISL_13514197,BA.2.12.1
EPI_ISL_13283530,BA.2
EPI_ISL_12280251,BA.2
EPI_ISL_12587158,BA.2
EPI_ISL_14320793,BA.2.36
EPI_ISL_13267247,AY.46.6
EPI_ISL_9518431,AY.46.6
EPI_ISL_13177568,BA.2.36
EPI_ISL_14320788,BA.2
EPI_ISL_8812728,AY.43
EPI_ISL_11564532,BA.1.1
EPI_ISL_11579875,B.1.1.529
EPI_ISL_11840916,BA.2
EPI_ISL_13516953,BA.2
EPI_ISL_8873940,AY.122
EPI_ISL_11273536,BA.2
EPI_ISL_12587136,BA.2
EPI_ISL_11245943,B.1.617.2
EPI_ISL_8787197,AY.4
EPI_ISL_10211605,AY.5
EPI_ISL_12892407,BA.2.14
EPI_ISL_11564572,BA.1.18
EPI_ISL_10312311,BA.1.1.1
EPI_ISL_13387507,BA.2.9
EPI_ISL_13329025,BA.2
EPI_ISL_9613652,AY.43
EPI_ISL_12441805,BA.2
EPI_ISL_12709632,BA.2
EPI_ISL_13271137,BA.2.9.3
EPI_ISL_9797566,AY.5
EPI_ISL_8671781,B.1.617.2
EPI_ISL_13086198,BA.2
EPI_ISL_8936196,BA.2.6
EPI_ISL_12154290,BA.2.6
EPI_ISL_13010947,BA.2
EPI_ISL_9612498,BA.1.1
EPI_ISL_13085409,BA.2
EPI_ISL_11372173,AY.98.1
EPI_ISL_9879438,BA.1.18
EPI_ISL_13478525,B.1.1.7
EPI_ISL_12789223,BA.2
EPI_ISL_9750858,BA.1.1.1
EPI_ISL_12996025,BA.2.9
EPI_ISL_12587175,BA.2
EPI_ISL_12005306,BA.2
EPI_ISL_13959024,BA.2
EPI_ISL_11278991,BA.2
EPI_ISL_12789191,BA.2
EPI_ISL_13376090,BA.2
EPI_ISL_11278984,BA.2
EPI_ISL_12286019,BA.2
EPI_ISL_13514684,BA.2
EPI_ISL_11814307,BA.2
EPI_ISL_11563322,BA.2
EPI_ISL_11371122,BA.2
EPI_ISL_12580009,BA.2
EPI_ISL_11498014,BA.2
EPI_ISL_11560242,BA.2
EPI_ISL_8699340,AY.43
EPI_ISL_12442308,BA.2
EPI_ISL_11278990,BA.2
EPI_ISL_9156127,AY.4
EPI_ISL_12452178,BA.2
EPI_ISL_11566733,BA.2
EPI_ISL_12152781,BA.2
EPI_ISL_13376064,BA.2
EPI_ISL_12713264,BA.2
EPI_ISL_11279020,BA.2
EPI_ISL_13614074,BA.2.12.1
EPI_ISL_13713590,BA.2
EPI_ISL_13773360,BA.2
EPI_ISL_13297271,BA.2.9.4
EPI_ISL_13085161,BA.2
EPI_ISL_9426572,AY.43
EPI_ISL_13137040,BA.2
EPI_ISL_9797548,BA.2
EPI_ISL_12995610,BA.2
EPI_ISL_13514022,AY.43
EPI_ISL_12248809,AY.43
EPI_ISL_11477389,BA.2
EPI_ISL_9858153,B.1.617.2
EPI_ISL_11563378,BA.1.1
EPI_ISL_9156143,AY.122
EPI_ISL_11840905,BA.2
EPI_ISL_13376076,BA.2.36
EPI_ISL_12442315,BA.2
EPI_ISL_12005984,BA.2
EPI_ISL_13084863,AY.125
EPI_ISL_9515156,AY.125
EPI_ISL_12065053,BA.2
EPI_ISL_11840850,BA.2
EPI_ISL_12641861,BA.2
EPI_ISL_13959037,BA.2.12.1
EPI_ISL_9602929,BA.1.1.1
EPI_ISL_13296662,BA.2.49
EPI_ISL_12755815,BA.2
EPI_ISL_9368542,AY.122
EPI_ISL_10098698,AY.122
EPI_ISL_12709550,BA.2
EPI_ISL_11579968,BA.2
EPI_ISL_9002766,AY.43
EPI_ISL_12442263,BA.1.1
EPI_ISL_10099241,AY.43
EPI_ISL_10004746,BA.2
EPI_ISL_8931951,AY.122.6
EPI_ISL_8869070,AY.46.6
EPI_ISL_13085168,BA.2
EPI_ISL_12709517,BA.2
EPI_ISL_9750925,BA.2
EPI_ISL_12579852,BA.2
EPI_ISL_13514116,BA.2.9
EPI_ISL_8787298,BA.2
EPI_ISL_12029509,BA.2
EPI_ISL_11995569,BA.1.1.1
EPI_ISL_12152846,BA.2
EPI_ISL_12709647,BA.2
EPI_ISL_12029564,BA.2
EPI_ISL_12785823,BA.2.9.3
EPI_ISL_9087313,BA.1.1
EPI_ISL_12709226,BA.2
EPI_ISL_11560241,BA.2
EPI_ISL_13271258,BA.2
EPI_ISL_10021322,BA.1.1
EPI_ISL_13085279,BA.2
EPI_ISL_13267398,BA.2
EPI_ISL_9320391,AY.7.1
EPI_ISL_12709672,BA.2
EPI_ISL_10021315,BA.1.18
EPI_ISL_9959973,BA.1.18
EPI_ISL_9429116,BA.1.18
EPI_ISL_13267239,BA.2
EPI_ISL_12709701,BA.2
EPI_ISL_12641843,BA.2
EPI_ISL_10441426,B.1.617.2
EPI_ISL_13376222,BA.2
EPI_ISL_9879437,BA.5.2.1
EPI_ISL_13842760,BA.5.2.1
EPI_ISL_12617220,BA.2
EPI_ISL_11244830,BA.2
EPI_ISL_14320915,BA.2
EPI_ISL_8787299,AY.43
EPI_ISL_9862392,AY.43
EPI_ISL_12156078,BA.2
EPI_ISL_10071274,AY.43
EPI_ISL_12322477,BA.2.58
EPI_ISL_8847199,BA.2.58
EPI_ISL_12579864,BA.2
EPI_ISL_9797631,AY.43
EPI_ISL_12136179,BA.2
EPI_ISL_10357740,BA.2
EPI_ISL_13271322,BA.2
EPI_ISL_9598334,AY.43
EPI_ISL_9970899,BA.2.9
EPI_ISL_12259106,BA.2.9
EPI_ISL_12709639,BA.2
EPI_ISL_10058456,BA.2
EPI_ISL_13970926,BA.2.9
EPI_ISL_11560237,BA.2
EPI_ISL_13514498,BA.2
EPI_ISL_13514910,BA.2
EPI_ISL_11563453,BA.2
EPI_ISL_11663758,BA.1.1.1
EPI_ISL_9474821,AY.122
EPI_ISL_13085375,BA.2
EPI_ISL_9750865,BA.2
EPI_ISL_13262899,BA.2
EPI_ISL_12995440,BA.2
EPI_ISL_13271359,BA.2
EPI_ISL_12249444,BA.2
EPI_ISL_13177637,BA.2
EPI_ISL_12714655,BA.2
EPI_ISL_13086188,BA.2
EPI_ISL_10071334,BA.1.18
EPI_ISL_13085201,BA.2
EPI_ISL_9879524,AY.43
EPI_ISL_13514921,BA.2
EPI_ISL_9470062,BA.2
EPI_ISL_13084899,BA.2
EPI_ISL_9704059,BA.1.1.1
EPI_ISL_12259588,BA.1.1
EPI_ISL_13449802,BA.2
EPI_ISL_12065018,BA.2
EPI_ISL_12587200,BA.2
EPI_ISL_11580456,AY.122
EPI_ISL_11563523,B.1.617.2
EPI_ISL_9426482,B.1.617.2
EPI_ISL_11563534,BA.2
EPI_ISL_9388346,BA.2.11
EPI_ISL_13271309,BA.2.11
EPI_ISL_12152845,BA.2
EPI_ISL_12709686,BA.2
EPI_ISL_8811530,AY.43
EPI_ISL_12441764,BA.2
EPI_ISL_13086311,BA.2
EPI_ISL_11563402,BA.2
EPI_ISL_13177598,BA.2.9
EPI_ISL_11590609,AY.9.2
EPI_ISL_13085930,BA.2
EPI_ISL_13958893,BA.2.3
EPI_ISL_12709382,BA.2
EPI_ISL_12641791,BA.2.9
EPI_ISL_11579815,BA.2
EPI_ISL_12587118,BA.2
EPI_ISL_13085336,BA.2.71
EPI_ISL_12995458,BA.2.71
EPI_ISL_14320873,BA.2.12.1
EPI_ISL_13579425,BA.2.3
EPI_ISL_11870905,AY.34.1
EPI_ISL_12064970,BA.2
EPI_ISL_9518251,AY.122.6
EPI_ISL_13010292,BA.2
EPI_ISL_14193613,BA.2.11
EPI_ISL_12641824,BA.2.11
EPI_ISL_13086146,BA.2.9.3
EPI_ISL_9245680,AY.43
EPI_ISL_13086207,BA.2
EPI_ISL_9428200,B.1.617.2
EPI_ISL_12441767,BA.2
EPI_ISL_9600872,BA.2
EPI_ISL_10004763,BA.1.1.1
EPI_ISL_12029501,BA.1.1.1
EPI_ISL_13010308,BA.2
EPI_ISL_11278957,BA.1.1
EPI_ISL_11115562,BA.2
EPI_ISL_12412713,BA.2.9
EPI_ISL_11498019,BA.2
EPI_ISL_9470048,BA.1.18
EPI_ISL_10717934,BA.2
EPI_ISL_11560238,BA.2
EPI_ISL_12995429,BA.2
EPI_ISL_9597471,AY.122
EPI_ISL_9597980,AY.122
EPI_ISL_13958877,BA.2.12.1
EPI_ISL_13617739,BA.2.38
EPI_ISL_11560287,BA.2
EPI_ISL_9855370,BA.2
EPI_ISL_13713910,BA.2
EPI_ISL_12709676,BA.2
EPI_ISL_13086346,BA.2
EPI_ISL_12128840,BA.2
EPI_ISL_11564579,BA.1.1.1
EPI_ISL_13514034,BA.2
EPI_ISL_13177629,AY.98
EPI_ISL_12785821,AY.98
EPI_ISL_8787283,AY.98
EPI_ISL_13085240,BA.2
EPI_ISL_12709663,BA.2
EPI_ISL_13177634,BA.2.9
EPI_ISL_14320867,BA.2.9
EPI_ISL_9617755,B.1.617.2
EPI_ISL_13177597,BA.2
EPI_ISL_13883839,BA.2
EPI_ISL_11037086,AY.122
EPI_ISL_11583053,AY.122
EPI_ISL_12248933,BA.2
EPI_ISL_12279330,BA.2
EPI_ISL_11994226,BA.2.9.4
EPI_ISL_12587165,BA.2.9.4
EPI_ISL_11591144,BA.2
EPI_ISL_12442292,BA.2
EPI_ISL_12688254,BA.2
EPI_ISL_11567848,BA.2
EPI_ISL_12155524,BA.2
EPI_ISL_8673226,AY.46.6
EPI_ISL_11223721,BA.1.1.1
EPI_ISL_12065035,BA.2
EPI_ISL_11278982,BA.2.9
EPI_ISL_12248918,BA.2.9
EPI_ISL_12995465,BA.2
EPI_ISL_11563358,BA.2
EPI_ISL_13616804,BA.2
EPI_ISL_11811180,BA.2
EPI_ISL_12512818,BA.2
EPI_ISL_10004760,BA.2
EPI_ISL_11840902,BA.2
EPI_ISL_11563449,BA.2
EPI_ISL_13271355,BA.2
EPI_ISL_10830556,BA.2
EPI_ISL_13714029,BA.2.18
EPI_ISL_12747501,AY.43.4
EPI_ISL_11995571,BA.2
EPI_ISL_13084918,BA.2
EPI_ISL_10776824,AY.43
EPI_ISL_9428138,AY.122.6
EPI_ISL_12223774,B.1
EPI_ISL_9257745,BA.1
EPI_ISL_10312313,BA.1
EPI_ISL_12706501,BA.2.9.3
EPI_ISL_11564586,BA.2.6
EPI_ISL_12322405,BA.2
EPI_ISL_8775389,AY.9.2
EPI_ISL_12133911,BA.2
EPI_ISL_12709656,BA.2
EPI_ISL_13713443,BA.2.12.1
EPI_ISL_9340614,AY.4
EPI_ISL_8873695,AY.4
EPI_ISL_12248787,AY.98.1
EPI_ISL_12533137,BA.2
EPI_ISL_13086105,BA.2
EPI_ISL_13283534,BA.2
EPI_ISL_11278976,BA.2
EPI_ISL_9791360,BA.1.1
EPI_ISL_10099390,BA.1.1
EPI_ISL_11564571,BA.1.1
EPI_ISL_12411943,BA.2
EPI_ISL_10312304,BA.1.18
EPI_ISL_13514424,BA.2
EPI_ISL_12134321,BA.2
EPI_ISL_11278992,BA.2
EPI_ISL_12709659,BA.2
EPI_ISL_9245674,AY.4.2
EPI_ISL_9415962,AY.5
EPI_ISL_9319557,AY.122
EPI_ISL_9072416,AY.126
EPI_ISL_13842722,BA.5.1
EPI_ISL_12828864,BA.2
EPI_ISL_9855395,BA.4
EPI_ISL_13262879,BA.4
EPI_ISL_12215215,AY.122
EPI_ISL_10266315,AY.43
EPI_ISL_11309775,BA.2
EPI_ISL_12119375,BA.2
EPI_ISL_12322409,BA.2
EPI_ISL_10073634,BA.2.10
EPI_ISL_13842749,BA.1.17.2
EPI_ISL_10757449,BA.1.18
EPI_ISL_9750861,BA.1.18
EPI_ISL_13514194,BA.2
EPI_ISL_13328955,BA.2.12.1
EPI_ISL_17371052,CH.1.1.11
EPI_ISL_13084920,BA.2
EPI_ISL_10007029,BA.1.1.1
EPI_ISL_11814224,BA.2
EPI_ISL_13283523,BA.2
EPI_ISL_13253767,BA.2
EPI_ISL_12155536,BA.2
EPI_ISL_13358229,AY.43
EPI_ISL_11870898,AY.122
EPI_ISL_11566727,BA.2
EPI_ISL_9791236,AY.43
EPI_ISL_9388317,AY.122
EPI_ISL_11870900,AY.122
EPI_ISL_9617756,AY.122.6
EPI_ISL_13617056,BA.2.12.1
EPI_ISL_12996060,BA.2
EPI_ISL_9015996,AY.122
EPI_ISL_10777521,BA.2
EPI_ISL_12712782,BA.2
EPI_ISL_13842729,BA.2
EPI_ISL_12996029,BA.2
EPI_ISL_11580047,AY.9.2
EPI_ISL_11994267,BA.2
EPI_ISL_12995587,BA.2
EPI_ISL_12065044,BA.2
EPI_ISL_12441807,BA.2
EPI_ISL_12996045,BA.2
EPI_ISL_12280298,BA.2
EPI_ISL_13085608,BA.2
EPI_ISL_10134355,BA.2
EPI_ISL_13423517,BA.2
EPI_ISL_13713872,BA.2.12.1
EPI_ISL_10007025,BA.1.18
EPI_ISL_13714469,BA.5.1
EPI_ISL_13085245,BA.2
EPI_ISL_13842737,AY.43.8
EPI_ISL_10071291,AY.122.6
EPI_ISL_9783628,AY.122.6
EPI_ISL_9425404,AY.43
EPI_ISL_11566716,BA.2
EPI_ISL_10004751,BA.1.1.1
EPI_ISL_13068675,BA.2.9
EPI_ISL_10073631,BA.2
EPI_ISL_12562085,BA.5.2.1
EPI_ISL_13714503,BA.2
EPI_ISL_12279363,BA.2
EPI_ISL_11488343,AY.34
EPI_ISL_10312286,BA.1.17
EPI_ISL_12280286,BA.2
EPI_ISL_11080528,AY.4
EPI_ISL_11564611,BA.2
EPI_ISL_11998123,BA.2
EPI_ISL_13444586,BA.2
EPI_ISL_13182011,BA.2
EPI_ISL_13271325,BA.2
EPI_ISL_13085103,BA.2
EPI_ISL_10007033,BA.1.1.1
EPI_ISL_13842724,BA.5.2.1
EPI_ISL_13085127,BA.2
EPI_ISL_9550454,BA.2
EPI_ISL_13085790,BA.2
EPI_ISL_13085518,BA.2
EPI_ISL_13089428,BA.2
EPI_ISL_13086233,BA.2
EPI_ISL_12892406,BA.2
EPI_ISL_9257720,BA.1.18
EPI_ISL_12473997,BA.2
EPI_ISL_12128781,AY.43
EPI_ISL_9089668,AY.43
EPI_ISL_12248922,BA.2
EPI_ISL_13084850,BA.2.36
EPI_ISL_13085036,BA.2
EPI_ISL_13271287,BA.2
EPI_ISL_9016111,B.1.617.2
EPI_ISL_12352174,BA.2
EPI_ISL_11564612,BA.2
EPI_ISL_13713840,BA.5
EPI_ISL_13714462,BA.5
EPI_ISL_11371983,AY.43
EPI_ISL_9520017,AY.43
EPI_ISL_13086321,BA.2
EPI_ISL_10313675,AY.98
EPI_ISL_8787175,BA.2.6
EPI_ISL_10073636,BA.2.6
EPI_ISL_12133070,B.1.617.2
EPI_ISL_13086261,B.1.617.2
EPI_ISL_13085351,B.1.617.2
EPI_ISL_12055271,B.1.617.2
EPI_ISL_10134334,BA.1.18
EPI_ISL_13086282,BA.2
EPI_ISL_11563362,AY.122
EPI_ISL_9319556,AY.122
EPI_ISL_13378681,BA.2
EPI_ISL_9470042,AY.43
EPI_ISL_8629887,AY.43
EPI_ISL_10434078,BA.1.1
EPI_ISL_11372266,AY.34.1
EPI_ISL_13297260,BA.2.37
EPI_ISL_11580454,AY.122
EPI_ISL_8671723,AY.122
EPI_ISL_13085586,BA.2
EPI_ISL_12995592,BA.2
EPI_ISL_12709627,BA.2
EPI_ISL_12583758,BA.2
EPI_ISL_8844648,AY.122
EPI_ISL_9258626,AY.126
EPI_ISL_13955511,BA.2.9
EPI_ISL_14320797,BA.2.9
EPI_ISL_12064991,BA.2
EPI_ISL_13069796,BA.2
EPI_ISL_10352352,BA.2
EPI_ISL_10073635,BA.2
EPI_ISL_13177607,BA.2
EPI_ISL_13617130,BA.2.56
EPI_ISL_13084875,BA.2
EPI_ISL_15299693,BA.2
EPI_ISL_13085454,BA.2.9
EPI_ISL_12995629,BA.2
EPI_ISL_12442279,BA.2
EPI_ISL_12717991,BA.2
EPI_ISL_11840895,BA.2
EPI_ISL_8804813,AY.9.2
EPI_ISL_11424169,BA.1.1.1
EPI_ISL_10314481,BA.1.1.1
EPI_ISL_13084856,BA.2.3
EPI_ISL_12753566,BA.2.9
EPI_ISL_10312307,AY.98
EPI_ISL_10313684,AY.98
EPI_ISL_12179604,B.1.617.2
EPI_ISL_14179424,B.1.617.2
EPI_ISL_9597428,BA.1.14
EPI_ISL_9257739,BA.1.14
EPI_ISL_12996639,BA.4.1
EPI_ISL_12441782,BA.2.12
EPI_ISL_13283525,BA.2.12
EPI_ISL_13713989,BA.2.12
EPI_ISL_11563407,BA.1.15
EPI_ISL_12714545,BA.2
EPI_ISL_12259603,BA.2
EPI_ISL_12280292,BA.2
EPI_ISL_13842780,BA.1
EPI_ISL_12709267,BA.1
EPI_ISL_11579849,BA.1
EPI_ISL_13517269,AY.43
EPI_ISL_10719328,AY.43
EPI_ISL_11563406,BA.2
EPI_ISL_13085309,BA.2
EPI_ISL_11994241,BA.2.9
EPI_ISL_13262923,BA.2
EPI_ISL_12755048,BA.2
EPI_ISL_12152795,BA.2
EPI_ISL_13514295,B.1.617.2
EPI_ISL_8931969,B.1.617.2
EPI_ISL_12322420,BA.2
EPI_ISL_13086074,BA.2
EPI_ISL_9319458,AY.43
EPI_ISL_10901622,BA.2
EPI_ISL_12442275,BA.2
EPI_ISL_13271295,BA.2
EPI_ISL_11580057,BA.2
EPI_ISL_12587119,BA.2
EPI_ISL_13515086,BA.2.3
EPI_ISL_11814290,B.1.617.2
EPI_ISL_11811231,BA.1.1
EPI_ISL_12248783,BA.2.9
EPI_ISL_12641850,BA.2.9
EPI_ISL_13514048,BA.2.9
EPI_ISL_13086082,BA.2
EPI_ISL_13177590,BA.2
EPI_ISL_14320988,BA.2
EPI_ISL_12441806,BA.2
EPI_ISL_12995482,BA.2
EPI_ISL_9156006,BA.2.9
EPI_ISL_9016078,BA.2.9
EPI_ISL_13085078,BA.2.9
EPI_ISL_8672980,BA.2.12.1
EPI_ISL_13514775,BA.2.12.1
EPI_ISL_11825046,BA.2
EPI_ISL_13085039,AY.4.13
EPI_ISL_10099937,AY.4.13
EPI_ISL_10314344,BA.1.1.1
EPI_ISL_11994246,BA.2
EPI_ISL_12259599,BA.2.14
EPI_ISL_13085444,BA.2.14
EPI_ISL_12709229,BA.2
EPI_ISL_12996039,BA.2
EPI_ISL_8812343,AY.43
EPI_ISL_9797562,AY.43
EPI_ISL_11579840,BA.1.18
EPI_ISL_13267249,BA.2
EPI_ISL_13085206,BA.2
EPI_ISL_11579858,BA.2
EPI_ISL_9602947,BA.2
EPI_ISL_12995479,BA.2
EPI_ISL_12280118,BA.2
EPI_ISL_13085782,BA.2
EPI_ISL_8811149,B.1.617.2
EPI_ISL_9470063,BA.1
EPI_ISL_10073603,BA.2
EPI_ISL_11841728,AY.126
EPI_ISL_8463042,AY.126
EPI_ISL_13262941,BA.2
EPI_ISL_13085702,BA.2
EPI_ISL_13884510,BA.2
EPI_ISL_12029507,BA.2
EPI_ISL_13271435,BA.2
EPI_ISL_13362559,BA.2.56
EPI_ISL_13362557,BA.2.56
EPI_ISL_13958934,BA.2.56
EPI_ISL_12996020,BA.2
EPI_ISL_13376029,AY.4
EPI_ISL_9598321,AY.4
EPI_ISL_11372151,AY.43
EPI_ISL_12709680,BA.2
EPI_ISL_12562062,BA.2
EPI_ISL_12641885,BA.2
EPI_ISL_10021316,BA.2.9.3
EPI_ISL_13085674,BA.2.9.3
EPI_ISL_13086315,BA.2.10.1
EPI_ISL_12995575,BA.2.10.1
EPI_ISL_10776778,AY.4
EPI_ISL_13085754,BA.2
EPI_ISL_13177628,BA.2
EPI_ISL_12259595,BA.2
EPI_ISL_10757450,BA.2.56
EPI_ISL_13376107,BA.2.56
EPI_ISL_9602949,AY.122.6
EPI_ISL_9797433,AY.122.6
EPI_ISL_8869086,AY.4
EPI_ISL_11995588,BA.2
EPI_ISL_14181489,BA.1.18
EPI_ISL_11223656,AY.122
EPI_ISL_9613647,AY.122
EPI_ISL_11302856,BA.2
EPI_ISL_13085626,BA.1.1
EPI_ISL_11579826,BA.1.1
EPI_ISL_9602925,BA.1.1.1
EPI_ISL_13296637,BA.2.49
EPI_ISL_12076657,BA.2
EPI_ISL_12005948,BA.2
EPI_ISL_12587121,BA.2
EPI_ISL_13086336,BA.2
EPI_ISL_13904524,AY.43
EPI_ISL_9319262,AY.4
EPI_ISL_11279009,BA.2
EPI_ISL_9750815,BA.2
EPI_ISL_10843457,BA.2
EPI_ISL_13713449,BA.2.18
EPI_ISL_11994275,BA.2
EPI_ISL_9016024,AY.122
EPI_ISL_12270598,BA.2.6
EPI_ISL_13010309,BA.2
EPI_ISL_12579844,BA.2
EPI_ISL_13085015,BA.2
EPI_ISL_12709359,BA.2
EPI_ISL_11372311,AY.127
EPI_ISL_13883877,BA.2.36
EPI_ISL_11564581,BA.1.1.1
EPI_ISL_11564548,BA.1.1.1
EPI_ISL_8844638,AY.43
EPI_ISL_13514944,BA.2.12.1
EPI_ISL_11868386,AY.122
EPI_ISL_9340788,AY.43
EPI_ISL_12617287,BA.2
EPI_ISL_10312298,BA.2
EPI_ISL_13084896,BA.2
EPI_ISL_12579830,BA.2.9.3
EPI_ISL_12587186,BA.2
EPI_ISL_11919014,BA.2
EPI_ISL_13514137,BA.2.12.1
EPI_ISL_11579809,BA.1.1.1
EPI_ISL_12152841,BA.1.1.1
EPI_ISL_10312305,BA.1.1.1
EPI_ISL_12133908,BA.1.1.1
EPI_ISL_12442265,BA.2
EPI_ISL_12471800,BA.2
EPI_ISL_9602946,BA.1.1
EPI_ISL_12322425,BA.1.1.1
EPI_ISL_12120877,BA.1.1.1
EPI_ISL_13085920,BA.2
EPI_ISL_12029996,BA.2
EPI_ISL_13084907,BA.2
EPI_ISL_13010303,BA.2
EPI_ISL_13086007,BA.2
EPI_ISL_12279369,BA.2.9
EPI_ISL_9704077,BA.2
EPI_ISL_13086135,BA.2
EPI_ISL_12441793,BA.2
EPI_ISL_12279348,BA.2
EPI_ISL_13842735,BA.5.2.2
EPI_ISL_10365969,AY.98.1
EPI_ISL_12709527,BA.2
EPI_ISL_12398203,BA.2
EPI_ISL_12892399,B.1.617.2
EPI_ISL_9425231,B.1.617.2
EPI_ISL_13253747,BA.2
EPI_ISL_12412744,BA.2
EPI_ISL_11140777,BA.2
EPI_ISL_9357289,AY.43
EPI_ISL_10776955,AY.43
EPI_ISL_13376220,BA.2
EPI_ISL_12253178,BA.2.12
EPI_ISL_13086245,BA.2.12
EPI_ISL_12061708,BA.2
EPI_ISL_11326801,BA.2
EPI_ISL_12442295,BA.2
EPI_ISL_12714702,BA.2
EPI_ISL_11994251,BA.2
EPI_ISL_11222774,AY.4.13
EPI_ISL_12156072,BA.2
EPI_ISL_12412671,BA.2
EPI_ISL_11563536,BA.2
EPI_ISL_12751863,BA.2
EPI_ISL_11563323,BA.1.1
EPI_ISL_13085372,BA.2
EPI_ISL_13085566,BA.2
EPI_ISL_12474785,BA.2.11
EPI_ISL_13959003,BA.2
EPI_ISL_12152788,BA.2
EPI_ISL_13086202,BA.2
EPI_ISL_13086310,BA.2
EPI_ISL_12134314,BA.2
EPI_ISL_9750792,BA.1.1.1
EPI_ISL_12005288,BA.2
EPI_ISL_14026539,BA.2.40.1
EPI_ISL_9750808,BA.2
EPI_ISL_11563479,BA.2
EPI_ISL_12753575,BA.2
EPI_ISL_13842739,BA.2
EPI_ISL_13010305,BA.2
EPI_ISL_13955536,BA.2
EPI_ISL_12280069,BA.2.11
EPI_ISL_9470064,BA.1.1.1
EPI_ISL_9602872,AY.43
EPI_ISL_13449863,BA.2
EPI_ISL_13283527,BA.2
EPI_ISL_9016110,BA.2
EPI_ISL_12709700,BA.2
EPI_ISL_12157415,BA.2.69
EPI_ISL_11867937,BA.2
EPI_ISL_12812131,BA.2
EPI_ISL_13203617,BA.2.36
EPI_ISL_11868653,AY.122.6
EPI_ISL_13085435,BA.2.36
EPI_ISL_13085327,AY.121
EPI_ISL_9519688,AY.121
EPI_ISL_9627368,BA.2
EPI_ISL_12029510,BA.2
EPI_ISL_8787358,AY.43
EPI_ISL_11279016,BA.2
EPI_ISL_13085179,BA.2
EPI_ISL_11497862,BA.2.11
EPI_ISL_11563565,BA.2.11
EPI_ISL_11139358,AY.126
EPI_ISL_11302906,B.1.617.2
EPI_ISL_11580294,BA.1.1.1
EPI_ISL_12617281,BA.2
EPI_ISL_16467340,BA.1.1.1
EPI_ISL_12155531,BA.2.9.4
EPI_ISL_12442283,BA.2.6
EPI_ISL_12441755,BA.2
